Lamp_ID,Zone,Lamp_Type,Lamp_Status,Operating_Hours,Energy_Consumption,Date_Time,Voltage,Current,Previous_Faults,Lamp_Age,Fault_Status
SL-1217,North Residential,Solar-Hybrid LED,Active,3176.8,16.04,2026-09-14 14:24:11,178.5,0.34,0,24,0
SL-1218,Tech Park Sector 5,LED (Smart),Maintenance Required,6203.6,17.96,2026-09-16 20:24:11,219.8,0.42,1,27,1
SL-1219,North Residential,HPS (High Pressure Sodium),Active,11804.5,112.35,2026-07-23 02:24:11,227.2,1.08,3,28,0
SL-1220,Downtown Commercial,LED (Smart),Active,5762.6,35.35,2026-07-29 13:24:11,219.4,0.34,0,24,0
SL-1221,North Residential,LED (Smart),Active,6957.9,35.55,2026-07-12 14:24:11,221.4,0.35,0,22,0
SL-1222,North Residential,Metal Halide,Active,,47.17,2026-09-20 04:24:11,224.8,0.49,0,57,0
SL-1223,Suburban Ring,LED (Smart),Active,4717.7,22.47,2026-07-19 09:24:11,221.6,0.43,0,4,0
SL-1224,Harbor Waterfront,LED (Smart),Active,7965.5,27.68,2026-08-14 03:24:11,221.4,0.45,0,10,1
SL-1225,Industrial Corridor,LED (Smart),Active,5078.3,36.84,2026-07-13 21:24:11,230.3,0.38,2,39,0
SL-1226,Downtown Commercial,LED (Smart),Active,3560.3,48.29,2026-07-18 15:24:11,224.1,0.4,0,14,0
SL-1227,Harbor Waterfront,Metal Halide,Active,12315.7,29.95,2026-07-02 17:24:11,228.5,0.59,0,62,0
SL-1228,Tech Park Sector 5,Metal Halide,Active,10045.0,20.65,2026-08-21 19:24:11,221.6,0.45,1,60,0
SL-1229,Harbor Waterfront,HPS (High Pressure Sodium),Maintenance Required,7230.6,72.29,2026-08-01 02:24:11,231.8,1.2,1,34,1
SL-1230,Harbor Waterfront,LED (Smart),Active,6108.9,34.59,2026-07-26 19:24:11,224.3,0.42,0,16,1
SL-1231,Downtown Commercial,Metal Halide,Active,10613.8,33.06,2026-07-22 18:24:11,230.0,0.48,3,58,0
SL-1232,Downtown Commercial,Solar-Hybrid LED,Active,5960.3,16.9,2026-07-07 04:24:11,224.9,0.11,1,34,0
SL-1233,Harbor Waterfront,LED (Smart),Active,,21.39,2026-08-20 14:24:11,254.7,0.33,0,33,0
SL-1234,North Residential,LED (Smart),Active,7983.8,31.55,2026-08-17 16:24:11,222.8,0.39,0,7,0
SL-1235,Harbor Waterfront,LED (Smart),Inactive,8796.0,33.34,2026-09-18 20:24:11,223.0,0.39,0,28,0
SL-1236,Downtown Commercial,HPS (High Pressure Sodium),Active,12577.2,139.16,2026-08-09 01:24:11,232.6,1.12,0,24,1
SL-1237,Industrial Corridor,LED (Smart),Maintenance Required,4078.7,33.13,2026-08-28 15:24:11,213.6,0.39,2,23,1
SL-1238,Downtown Commercial,HPS (High Pressure Sodium),Active,9315.1,81.64,2026-08-08 02:24:11,223.0,1.19,0,43,0
SL-1239,Downtown Commercial,LED (Smart),Active,7485.6,34.24,2026-08-16 10:24:11,230.4,0.37,0,20,0
SL-1240,Suburban Ring,LED (Smart),Active,4087.5,27.44,2026-09-15 14:24:11,231.2,0.33,0,14,0
SL-1241,Downtown Commercial,Metal Halide,Active,8289.9,46.37,2026-09-19 09:24:11,223.3,0.55,1,51,0
SL-1242,Industrial Corridor,Metal Halide,Active,13280.0,42.48,2026-08-20 10:24:11,224.5,0.56,1,28,0
SL-1243,Industrial Corridor,HPS (High Pressure Sodium),Active,7911.1,109.1,2026-09-04 23:24:11,231.8,1.0,2,63,0
SL-1244,North Residential,Metal Halide,Active,10433.7,35.27,2026-09-09 01:24:11,221.8,0.58,1,41,0
SL-1245,Tech Park Sector 5,LED (Smart),Active,5989.3,22.71,2026-07-31 19:24:11,213.4,0.39,0,31,0
SL-1246,Harbor Waterfront,LED (Smart),Active,3507.7,25.32,2026-09-20 20:24:11,224.0,0.41,0,13,0
SL-1247,Harbor Waterfront,HPS (High Pressure Sodium),Active,5328.9,88.77,2026-07-11 11:24:11,222.1,1.02,2,65,0
SL-1248,Downtown Commercial,LED (Smart),Active,6135.9,46.89,2026-07-07 05:24:11,229.5,0.39,0,11,0
SL-1249,Downtown Commercial,LED (Smart),Active,4142.4,59.74,2026-08-17 02:24:11,227.3,0.25,0,22,0
SL-1250,Industrial Corridor,LED (Smart),Active,7557.4,36.42,2026-08-05 06:24:11,224.1,0.41,1,18,0
SL-1251,Tech Park Sector 5,HPS (High Pressure Sodium),Active,10396.1,59.43,2026-08-11 14:24:11,230.0,1.1,3,46,0
SL-1252,North Residential,LED (Smart),Active,6975.2,32.4,2026-07-31 06:24:11,232.7,0.29,0,22,0
SL-1253,Industrial Corridor,HPS (High Pressure Sodium),Active,9732.1,98.26,2026-09-14 03:24:11,222.3,1.05,0,40,0
SL-1254,Downtown Commercial,LED (Smart),Active,3938.6,29.45,2026-07-18 13:24:11,223.1,0.3,0,7,0
SL-1255,Downtown Commercial,Solar-Hybrid LED,Active,6336.9,14.45,2026-07-06 10:24:11,228.8,0.2,0,18,0
SL-1256,Downtown Commercial,LED (Smart),Active,3847.8,37.22,2026-08-01 02:24:11,220.2,0.35,0,5,0
SL-1257,North Residential,LED (Smart),Maintenance Required,7269.7,34.41,2026-07-04 07:24:11,226.2,0.42,0,26,1
SL-1258,Harbor Waterfront,LED (Smart),Active,5380.4,32.98,2026-09-07 18:24:11,224.0,0.4,1,32,0
SL-1259,Harbor Waterfront,Solar-Hybrid LED,Maintenance Required,2564.8,12.94,2026-06-24 12:24:11,222.4,0.13,0,12,1
SL-1260,Suburban Ring,HPS (High Pressure Sodium),Active,4089.2,66.09,2026-07-10 17:24:11,223.5,1.11,1,45,0
SL-1261,North Residential,Metal Halide,Active,2419.6,36.42,2026-08-09 16:24:11,222.6,0.61,2,50,0
SL-1262,Tech Park Sector 5,HPS (High Pressure Sodium),Inactive,13808.7,73.05,2026-07-29 04:24:11,227.2,1.1,0,27,0
SL-1263,Downtown Commercial,LED (Smart),Active,6016.3,32.75,2026-07-31 03:24:11,232.2,0.52,1,20,1
SL-1264,Industrial Corridor,LED (Smart),Active,4631.9,25.46,2026-07-18 02:24:11,222.6,0.4,0,19,0
SL-1265,Tech Park Sector 5,HPS (High Pressure Sodium),Active,8860.2,43.15,2026-06-30 11:24:11,219.8,1.17,0,58,0
SL-1266,North Residential,Solar-Hybrid LED,Active,1978.1,13.64,2026-08-25 14:24:11,223.1,0.23,0,35,0
SL-1267,North Residential,LED (Smart),Active,6294.9,30.92,2026-06-26 20:24:11,224.4,0.34,0,35,0
SL-1268,Tech Park Sector 5,LED (Smart),Active,5598.3,14.17,2026-07-21 13:24:11,219.8,0.46,0,12,0
SL-1269,Downtown Commercial,LED (Smart),Active,2622.9,31.14,2026-09-07 21:24:11,222.8,0.41,0,28,0
SL-1270,Industrial Corridor,LED (Smart),Maintenance Required,4930.8,34.44,2026-09-08 00:24:11,223.1,0.38,0,38,1
SL-1271,Industrial Corridor,Metal Halide,Active,9540.3,37.18,2026-09-13 11:24:11,224.2,0.47,1,70,0
SL-1272,Downtown Commercial,LED (Smart),Active,2204.7,40.3,2026-07-30 14:24:11,228.9,0.4,0,32,0
SL-1273,Downtown Commercial,LED (Smart),Active,4519.1,23.96,2026-07-24 00:24:11,219.8,0.36,0,32,0
SL-1274,North Residential,Solar-Hybrid LED,Active,2996.0,16.46,2026-07-02 15:24:11,221.6,0.25,0,39,0
SL-1275,Suburban Ring,LED (Smart),Active,8546.3,37.22,2026-08-15 13:24:11,229.0,0.36,0,12,0
SL-1276,Tech Park Sector 5,HPS (High Pressure Sodium),Maintenance Required,8569.2,72.49,2026-06-27 18:24:11,227.0,1.23,3,55,1
SL-1277,Downtown Commercial,LED (Smart),Active,3496.4,45.64,2026-08-23 09:24:11,229.1,0.48,1,14,0
SL-1278,Harbor Waterfront,LED (Smart),Maintenance Required,7267.0,31.5,2026-09-11 13:24:11,254.5,0.34,0,36,1
SL-1279,North Residential,LED (Smart),Active,2872.5,33.08,2026-09-09 13:24:11,233.6,0.3,0,29,0
SL-1280,Downtown Commercial,HPS (High Pressure Sodium),Active,14377.9,100.06,2026-08-07 15:24:11,225.6,1.05,2,37,0
SL-1281,North Residential,Metal Halide,Active,11131.6,42.34,2026-07-07 18:24:11,219.9,0.43,1,39,0
SL-1282,Industrial Corridor,LED (Smart),Active,4365.8,36.74,2026-08-17 10:24:11,223.3,0.3,0,30,0
SL-1283,Harbor Waterfront,Metal Halide,Maintenance Required,9747.8,26.25,2026-06-25 07:24:11,221.2,0.46,1,52,1
SL-1284,Industrial Corridor,LED (Smart),Active,4469.1,42.17,2026-07-28 16:24:11,219.8,0.4,0,4,0
SL-1285,Tech Park Sector 5,Metal Halide,Active,9794.7,29.32,2026-09-17 22:24:11,224.2,0.38,0,27,0
SL-1286,Industrial Corridor,HPS (High Pressure Sodium),Active,8899.6,101.67,2026-07-04 17:24:11,221.6,1.15,2,51,0
SL-1287,North Residential,HPS (High Pressure Sodium),Active,6740.9,84.0,2026-08-06 06:24:11,260.0,1.18,3,65,0
SL-1288,North Residential,LED (Smart),Active,3873.1,29.02,2026-07-05 09:24:11,228.9,0.41,2,28,0
SL-1289,North Residential,Metal Halide,Active,10124.0,28.83,2026-09-11 01:24:11,227.1,0.43,1,52,0
SL-1290,North Residential,HPS (High Pressure Sodium),Active,3812.8,74.33,2026-08-19 18:24:11,219.6,1.12,2,61,0
SL-1291,Downtown Commercial,HPS (High Pressure Sodium),Active,9661.9,89.93,2026-07-28 19:24:11,225.4,1.21,0,27,0
SL-1292,Industrial Corridor,LED (Smart),Active,2836.0,41.69,2026-07-24 15:24:11,226.3,0.39,0,30,0
SL-1293,Industrial Corridor,LED (Smart),Active,9050.9,38.59,2026-06-25 10:24:11,227.2,0.39,0,25,0
SL-1294,Tech Park Sector 5,Metal Halide,Maintenance Required,16083.8,37.14,2026-07-20 18:24:11,227.4,0.49,3,42,1
SL-1295,Tech Park Sector 5,LED (Smart),,6319.7,21.52,2026-07-04 15:24:11,219.2,0.34,0,21,0
SL-1296,Industrial Corridor,LED (Smart),Active,5599.6,38.29,2026-07-07 18:24:11,230.0,0.37,1,5,0
SL-1297,Downtown Commercial,LED (Smart),Active,5709.6,42.76,2026-06-27 06:24:11,225.7,0.47,1,26,0
SL-1298,Industrial Corridor,LED (Smart),Active,3307.9,31.08,2026-08-23 01:24:11,253.7,0.44,0,16,0
SL-1299,Downtown Commercial,LED (Smart),Active,8586.6,31.93,2026-09-21 05:24:11,227.7,0.43,0,25,0
SL-1300,North Residential,LED (Smart),Active,4654.4,22.9,2026-08-23 06:24:11,223.5,0.33,0,9,0
SL-1301,North Residential,HPS (High Pressure Sodium),Active,6973.5,104.59,2026-08-10 18:24:11,222.7,1.19,0,51,0
SL-1302,Harbor Waterfront,HPS (High Pressure Sodium),Maintenance Required,8084.7,76.74,2026-07-28 18:24:11,224.2,1.22,1,68,1
SL-1303,Harbor Waterfront,LED (Smart),Active,5381.4,34.15,2026-08-22 12:24:11,224.7,0.33,0,4,0
SL-1304,Tech Park Sector 5,LED (Smart),Active,5655.8,32.24,2026-07-29 00:24:11,230.1,0.39,0,38,0
SL-1305,Suburban Ring,Metal Halide,Maintenance Required,8888.9,40.79,2026-07-24 00:24:11,220.5,0.56,1,63,1
SL-1306,Industrial Corridor,HPS (High Pressure Sodium),Active,14144.3,71.69,2026-07-03 08:24:11,224.2,1.15,0,41,0
SL-1307,Tech Park Sector 5,HPS (High Pressure Sodium),Maintenance Required,4850.2,62.11,2026-07-31 17:24:11,248.6,1.15,1,36,1
SL-1308,Suburban Ring,LED (Smart),Active,3199.2,21.23,2026-08-11 22:24:11,231.2,0.43,0,38,0
SL-1309,Tech Park Sector 5,LED (Smart),Active,6272.7,21.07,2026-08-07 17:24:11,221.3,0.33,0,12,0
SL-1310,Harbor Waterfront,LED (Smart),Active,4928.3,34.25,2026-07-08 15:24:11,219.2,0.36,0,34,0
SL-1311,Downtown Commercial,LED (Smart),Active,6928.6,42.22,2026-07-01 14:24:11,230.7,0.32,0,8,1
SL-1312,Suburban Ring,LED (Smart),Maintenance Required,4093.0,28.08,2026-08-19 10:24:11,218.9,0.35,0,38,1
SL-1313,North Residential,Metal Halide,Active,10701.5,33.21,2026-09-01 14:24:11,220.6,0.57,2,54,0
SL-1314,Tech Park Sector 5,HPS (High Pressure Sodium),Active,11553.6,61.82,2026-07-29 10:24:11,225.2,1.21,2,42,0
SL-1315,Harbor Waterfront,Solar-Hybrid LED,Maintenance Required,3159.9,11.7,2026-06-30 11:24:11,238.1,0.18,0,11,1
SL-1316,North Residential,LED (Smart),Active,3445.0,24.02,2026-08-18 18:24:11,178.4,0.5,0,27,0
SL-1317,Suburban Ring,LED (Smart),Active,5523.5,30.79,2026-06-30 12:24:11,221.8,0.36,0,10,0
SL-1318,Harbor Waterfront,HPS (High Pressure Sodium),Active,9290.7,80.33,2026-07-08 03:24:11,231.5,1.14,1,59,0
SL-1319,Suburban Ring,HPS (High Pressure Sodium),Maintenance Required,5618.7,95.25,2026-08-10 00:24:11,181.6,1.49,1,46,1
SL-1320,North Residential,LED (Smart),Active,4640.6,21.51,2026-09-14 09:24:11,225.6,0.39,0,33,0
SL-1321,Downtown Commercial,LED (Smart),Active,4726.3,46.0,2026-07-28 16:24:11,218.0,0.46,0,5,0
SL-1322,North Residential,LED (Smart),Active,5164.2,25.61,2026-08-27 03:24:11,227.4,0.42,0,5,0
SL-1323,Downtown Commercial,HPS (High Pressure Sodium),Active,4637.3,97.18,2026-09-19 15:24:11,225.7,1.14,2,45,0
SL-1324,North Residential,HPS (High Pressure Sodium),Active,11426.6,93.26,2026-09-20 11:24:11,221.3,1.1,3,51,0
SL-1325,Tech Park Sector 5,Metal Halide,Maintenance Required,10023.5,29.63,2026-08-02 17:24:11,226.2,0.52,3,40,1
SL-1326,Suburban Ring,Metal Halide,Inactive,10138.6,26.56,2026-09-18 10:24:11,217.3,0.51,3,66,0
SL-1327,Harbor Waterfront,HPS (High Pressure Sodium),Active,6382.0,77.18,2026-09-21 02:24:11,224.3,1.09,0,65,0
SL-1328,Tech Park Sector 5,LED (Smart),Active,5125.9,26.31,2026-08-24 09:24:11,230.9,0.36,0,37,0
SL-1329,Suburban Ring,Metal Halide,Maintenance Required,8686.0,35.07,2026-06-25 21:24:11,229.7,0.63,4,46,1
SL-1330,Harbor Waterfront,HPS (High Pressure Sodium),Maintenance Required,7015.3,88.2,2026-08-17 16:24:11,182.2,1.62,1,64,1
SL-1331,Downtown Commercial,Solar-Hybrid LED,Active,3593.8,21.22,2026-06-30 20:24:11,230.3,0.25,0,19,0
SL-1332,Downtown Commercial,HPS (High Pressure Sodium),Active,6730.0,101.16,2026-09-08 11:24:11,227.1,1.2,1,59,0
SL-1333,Harbor Waterfront,HPS (High Pressure Sodium),Active,3995.8,62.59,2026-08-23 09:24:11,214.7,1.13,1,69,0
SL-1334,North Residential,LED (Smart),Inactive,3470.5,26.91,2026-09-13 04:24:11,,0.36,0,27,0
SL-1335,Downtown Commercial,HPS (High Pressure Sodium),Active,5171.4,85.39,2026-08-08 05:24:11,223.0,1.21,0,44,1
SL-1336,Industrial Corridor,HPS (High Pressure Sodium),Inactive,9101.0,138.54,2026-08-09 04:24:11,179.9,1.54,3,70,1
SL-1337,Industrial Corridor,Metal Halide,Active,2250.3,39.38,2026-08-08 15:24:11,230.4,0.51,0,26,0
SL-1338,North Residential,LED (Smart),Active,4514.3,26.04,2026-09-02 20:24:11,222.2,0.52,0,13,0
SL-1339,Downtown Commercial,LED (Smart),Active,4354.8,38.45,2026-08-06 12:24:11,224.6,0.44,2,6,0
SL-1340,Industrial Corridor,LED (Smart),Active,3669.0,28.26,2026-08-10 13:24:11,224.5,0.28,0,31,0
SL-1341,Harbor Waterfront,Solar-Hybrid LED,Active,3502.9,23.22,2026-08-13 19:24:11,222.1,0.24,0,19,0
SL-1342,North Residential,Metal Halide,Active,8914.9,38.39,2026-08-15 16:24:11,222.0,0.54,2,66,0
SL-1343,Tech Park Sector 5,Solar-Hybrid LED,Active,1498.1,13.2,2026-07-04 04:24:11,220.7,0.22,0,38,0
SL-1344,Industrial Corridor,HPS (High Pressure Sodium),Active,10867.9,84.06,2026-07-06 04:24:11,221.1,1.16,2,27,0
SL-1345,Downtown Commercial,LED (Smart),Active,5850.2,35.57,2026-09-08 01:24:11,218.6,0.35,0,5,0
SL-1346,Harbor Waterfront,LED (Smart),Active,1082.9,28.14,2026-08-13 21:24:11,184.0,0.46,0,33,0
SL-1347,Downtown Commercial,LED (Smart),Active,7496.8,39.52,2026-08-04 21:24:11,224.4,0.35,1,27,1
SL-1348,Harbor Waterfront,LED (Smart),Active,5157.6,20.03,2026-07-12 01:24:11,222.7,0.38,0,10,0
SL-1349,Suburban Ring,LED (Smart),Active,7677.4,22.2,2026-07-17 09:24:11,228.6,0.21,0,26,0
SL-1350,Downtown Commercial,LED (Smart),Maintenance Required,4442.4,52.73,2026-09-17 23:24:11,228.2,0.37,0,22,1
SL-1351,Suburban Ring,HPS (High Pressure Sodium),Active,8344.1,67.6,2026-08-13 02:24:11,226.9,1.21,0,39,0
SL-1352,Harbor Waterfront,LED (Smart),Active,6829.3,28.64,2026-08-03 00:24:11,224.9,0.36,0,14,1
SL-1353,Harbor Waterfront,LED (Smart),Active,3743.8,15.12,2026-08-17 11:24:11,229.5,0.39,0,19,0
SL-1354,Downtown Commercial,LED (Smart),Active,2412.8,24.78,2026-06-28 05:24:11,221.1,0.34,0,36,0
SL-1355,North Residential,LED (Smart),Active,6571.1,21.52,2026-09-09 15:24:11,226.8,0.43,0,6,0
SL-1356,Suburban Ring,LED (Smart),Active,4741.2,19.52,2026-08-05 09:24:11,219.8,0.39,0,37,0
SL-1357,Tech Park Sector 5,LED (Smart),Active,2037.0,23.96,2026-08-03 03:24:11,227.4,0.47,1,12,0
SL-1358,Industrial Corridor,Metal Halide,Active,2716.9,29.04,2026-08-11 23:24:11,224.0,0.55,0,38,0
SL-1359,Suburban Ring,LED (Smart),Inactive,3820.1,30.23,2026-08-08 05:24:11,229.2,0.44,0,26,0
SL-1360,Downtown Commercial,LED (Smart),Inactive,2435.7,33.71,2026-07-03 21:24:11,224.9,0.36,0,7,0
SL-1361,Downtown Commercial,LED (Smart),Maintenance Required,5000.1,37.38,2026-07-31 22:24:11,246.3,0.52,1,31,1
SL-1362,Downtown Commercial,Metal Halide,Maintenance Required,12980.4,50.81,2026-09-03 08:24:11,226.5,0.5,4,56,1
SL-1363,North Residential,Solar-Hybrid LED,Active,5012.1,12.42,2026-08-18 07:24:11,225.5,0.25,0,22,0
SL-1364,North Residential,Solar-Hybrid LED,Active,2170.3,15.48,2026-07-01 09:24:11,222.1,0.23,0,26,0
SL-1365,Tech Park Sector 5,HPS (High Pressure Sodium),Maintenance Required,9561.9,65.84,2026-09-01 05:24:11,227.0,1.12,3,62,1
SL-1366,Downtown Commercial,Metal Halide,Active,8509.2,43.08,2026-07-29 09:24:11,219.9,0.59,0,34,0
SL-1367,Harbor Waterfront,LED (Smart),Active,6777.0,27.71,2026-08-02 04:24:11,227.2,0.44,0,35,0
SL-1368,Industrial Corridor,HPS (High Pressure Sodium),Active,7052.9,90.53,2026-08-13 14:24:11,223.7,1.17,0,30,0
SL-1369,North Residential,Metal Halide,Active,16741.3,29.33,2026-08-19 23:24:11,229.2,0.41,1,25,0
SL-1370,Downtown Commercial,Metal Halide,Active,6197.7,49.88,2026-07-27 17:24:11,215.4,0.43,1,62,0
SL-1371,Tech Park Sector 5,Metal Halide,Active,9486.6,21.57,2026-09-20 04:24:11,230.4,0.44,1,60,0
SL-1372,Tech Park Sector 5,LED (Smart),Active,2446.7,21.1,2026-08-03 03:24:11,217.8,0.42,2,16,0
SL-1373,Harbor Waterfront,Metal Halide,Active,7267.9,26.97,2026-09-22 09:24:11,227.9,0.46,1,50,0
SL-1374,North Residential,LED (Smart),Active,6852.6,37.14,2026-07-28 14:24:11,236.2,0.27,0,27,0
SL-1375,Industrial Corridor,HPS (High Pressure Sodium),Active,5228.7,100.97,2026-08-19 13:24:11,216.2,1.15,0,26,0
SL-1376,Downtown Commercial,Solar-Hybrid LED,Active,3893.9,18.31,2026-09-11 04:24:11,221.1,0.27,0,14,0
SL-1377,Industrial Corridor,LED (Smart),Active,6951.9,24.76,2026-07-21 13:24:11,222.9,0.39,0,33,0
SL-1378,Downtown Commercial,HPS (High Pressure Sodium),Active,10564.0,95.0,2026-07-31 16:24:11,230.0,1.11,0,62,0
SL-1379,Downtown Commercial,HPS (High Pressure Sodium),Active,10963.2,57.98,2026-07-04 12:24:11,218.8,1.18,3,52,0
SL-1380,North Residential,LED (Smart),Active,7194.7,25.27,2026-08-13 13:24:11,230.9,0.38,0,5,0
SL-1381,Industrial Corridor,LED (Smart),Active,6377.1,35.27,2026-09-05 16:24:11,221.6,0.38,0,34,0
SL-1382,Tech Park Sector 5,HPS (High Pressure Sodium),Active,9083.8,69.64,2026-08-29 09:24:11,222.9,1.17,2,67,0
SL-1383,Suburban Ring,LED (Smart),Active,7912.0,31.43,2026-07-03 02:24:11,227.5,0.26,0,36,0
SL-1384,Tech Park Sector 5,Metal Halide,Maintenance Required,12374.2,31.34,2026-09-20 00:24:11,185.9,0.53,0,68,1
SL-1385,Tech Park Sector 5,HPS (High Pressure Sodium),Active,11180.9,55.94,2026-09-05 08:24:11,226.4,1.22,2,46,0
SL-1386,North Residential,HPS (High Pressure Sodium),Inactive,9990.7,91.41,2026-09-15 12:24:11,257.3,1.18,1,29,1
SL-1387,Downtown Commercial,Metal Halide,Active,8654.2,38.76,2026-08-17 02:24:11,224.9,0.54,0,34,0
SL-1388,Industrial Corridor,Metal Halide,Active,4075.8,36.2,2026-09-18 18:24:11,219.6,0.42,2,27,0
SL-1389,Downtown Commercial,HPS (High Pressure Sodium),Maintenance Required,,111.26,2026-08-23 11:24:11,233.6,1.16,1,64,1
SL-1390,North Residential,HPS (High Pressure Sodium),Active,12896.5,65.12,2026-08-15 15:24:11,223.4,1.18,0,39,0
SL-1391,Tech Park Sector 5,HPS (High Pressure Sodium),Maintenance Required,12185.8,54.16,2026-09-10 04:24:11,223.8,1.08,0,62,1
SL-1392,Tech Park Sector 5,Solar-Hybrid LED,Active,3952.7,12.98,2026-09-14 03:24:11,223.4,0.2,1,38,0
SL-1393,Industrial Corridor,LED (Smart),Active,250.0,38.68,2026-07-03 05:24:11,226.7,0.37,1,35,0
SL-1394,Tech Park Sector 5,LED (Smart),Inactive,4098.5,23.08,2026-08-07 21:24:11,216.7,0.39,0,32,0
SL-1395,Downtown Commercial,LED (Smart),Active,5581.7,34.05,2026-07-26 14:24:11,225.4,0.35,0,17,0
SL-1396,Harbor Waterfront,LED (Smart),Active,4439.1,30.7,2026-07-29 10:24:11,221.3,0.4,0,33,0
SL-1397,North Residential,LED (Smart),Active,3157.9,30.76,2026-09-02 17:24:11,221.5,0.46,0,8,0
SL-1398,Downtown Commercial,HPS (High Pressure Sodium),Active,12937.0,134.42,2026-09-22 05:24:11,223.6,1.06,1,47,0
SL-1399,Industrial Corridor,LED (Smart),Active,3594.4,43.1,2026-07-21 06:24:11,219.5,0.39,0,12,0
SL-1400,Industrial Corridor,HPS (High Pressure Sodium),Active,8592.4,93.46,2026-09-01 04:24:11,227.7,1.09,4,42,0
SL-1401,Industrial Corridor,LED (Smart),Active,3829.3,37.31,2026-06-30 01:24:11,211.9,0.36,1,33,0
SL-1402,Industrial Corridor,HPS (High Pressure Sodium),Maintenance Required,9097.3,109.27,2026-08-01 23:24:11,218.8,1.14,0,51,1
SL-1403,Downtown Commercial,HPS (High Pressure Sodium),Active,14887.3,90.59,2026-08-21 17:24:11,224.8,1.13,0,64,0
SL-1404,Tech Park Sector 5,LED (Smart),Maintenance Required,5664.5,26.77,2026-08-26 05:24:11,220.3,0.45,0,12,1
SL-1405,North Residential,HPS (High Pressure Sodium),Inactive,7134.1,67.98,2026-08-06 03:24:11,221.4,1.06,0,34,0
SL-1406,North Residential,LED (Smart),Active,5327.2,31.98,2026-08-01 10:24:11,224.7,0.4,0,26,0
SL-1407,Downtown Commercial,HPS (High Pressure Sodium),Active,9685.1,113.75,2026-08-31 20:24:11,222.5,1.18,1,63,0
SL-1408,Industrial Corridor,LED (Smart),Active,8171.6,35.24,2026-06-25 18:24:11,229.4,0.36,0,34,0
SL-1409,Tech Park Sector 5,Metal Halide,Active,12136.3,38.26,2026-08-13 16:24:11,224.6,0.52,2,43,0
SL-1410,Downtown Commercial,Solar-Hybrid LED,Active,5654.3,22.12,2026-07-26 19:24:11,254.7,0.1,0,15,0
SL-1411,Harbor Waterfront,LED (Smart),Active,5852.4,29.26,2026-07-08 15:24:11,223.3,0.33,0,16,0
SL-1412,Harbor Waterfront,LED (Smart),Active,3920.2,26.73,2026-07-08 02:24:11,219.7,0.44,0,7,0
SL-1413,Suburban Ring,HPS (High Pressure Sodium),Active,10630.8,97.99,2026-08-25 01:24:11,215.2,1.12,1,40,0
SL-1414,Tech Park Sector 5,Solar-Hybrid LED,Active,3614.1,11.24,2026-09-11 18:24:11,221.7,0.17,1,9,0
SL-1415,Industrial Corridor,LED (Smart),Active,4621.4,44.97,2026-08-28 20:24:11,226.7,0.36,0,24,0
SL-1416,Downtown Commercial,HPS (High Pressure Sodium),Active,8451.4,112.85,2026-08-21 21:24:11,220.6,1.13,0,38,0
SL-1417,North Residential,LED (Smart),Active,6024.4,33.07,2026-08-26 19:24:11,224.1,0.46,0,27,1
SL-1418,Downtown Commercial,Solar-Hybrid LED,Active,2664.6,18.57,2026-07-31 02:24:11,222.4,0.32,1,34,0
SL-1419,North Residential,HPS (High Pressure Sodium),Active,7857.2,87.65,2026-07-01 22:24:11,226.5,1.15,1,27,0
SL-1420,Tech Park Sector 5,Solar-Hybrid LED,Active,5662.8,12.03,2026-07-09 06:24:11,234.1,0.26,0,15,0
SL-1421,Suburban Ring,LED (Smart),Active,2342.7,25.31,2026-08-05 13:24:11,221.8,0.39,0,26,0
SL-1422,Industrial Corridor,LED (Smart),Active,6572.2,33.6,2026-09-19 16:24:11,190.3,0.49,2,33,0
SL-1423,Tech Park Sector 5,LED (Smart),Inactive,4748.9,21.99,2026-09-17 21:24:11,225.9,0.42,1,21,1
SL-1424,North Residential,LED (Smart),Active,5984.3,26.49,2026-09-03 18:24:11,229.7,0.35,1,21,0
SL-1425,North Residential,Metal Halide,Active,9599.6,43.35,2026-08-29 23:24:11,222.7,0.55,0,62,0
SL-1426,Harbor Waterfront,HPS (High Pressure Sodium),Active,4903.5,92.7,2026-07-03 03:24:11,218.9,1.1,0,34,1
SL-1427,Downtown Commercial,HPS (High Pressure Sodium),Active,8733.0,97.94,2026-09-17 02:24:11,224.8,1.28,0,62,0
SL-1428,Industrial Corridor,HPS (High Pressure Sodium),Active,10472.9,76.81,2026-09-05 02:24:11,225.0,1.23,0,60,0
SL-1429,North Residential,LED (Smart),Active,3489.3,29.84,2026-08-02 16:24:11,231.9,0.32,0,9,0
SL-1430,Downtown Commercial,LED (Smart),Active,5741.5,32.94,2026-08-18 01:24:11,224.4,0.43,0,26,0
SL-1431,Industrial Corridor,Metal Halide,Active,12298.1,46.23,2026-09-11 20:24:11,229.9,0.5,1,61,0
SL-1432,Industrial Corridor,LED (Smart),Active,4951.4,30.79,2026-07-03 20:24:11,223.5,0.37,0,8,0
SL-1433,Downtown Commercial,HPS (High Pressure Sodium),Active,10916.9,112.12,2026-07-23 23:24:11,221.8,1.14,1,59,0
SL-1434,Tech Park Sector 5,Metal Halide,Active,9996.9,31.97,2026-08-25 03:24:11,225.8,0.47,0,27,0
SL-1435,Downtown Commercial,Metal Halide,Active,9330.3,34.03,2026-09-10 12:24:11,235.2,0.44,0,67,0
